Record_Id,U_Name,U_Id,U_Age,U_Gender,U_IsWorking,U_Time,U_Weekday,U_Weekend,P_Name,P_Id,P_Category,P_Channel,P_Genre,P_SubGenre,P_IsCastFamous,P_Weekend,P_Weekday,P_3MonthSeries,P_3YearSeries,P_Time,P_Rating
5246,User384,384,44,Female,1,Afternoon,1,0,Prg1085,1085,Religious,TTD,Magazine_programme,-,0,1,1,1,1,Evening,3
5247,User384,384,44,Female,1,Afternoon,1,0,Prg1356,1356,Infotainment,Telebrands,Technology,-,1,0,1,0,0,Afternoon,1
5248,User384,384,44,Female,1,Afternoon,1,0,Prg1331,1331,Music,Zetc,Consumer,-,0,1,1,1,0,Evening,1
5249,User384,384,44,Female,1,Afternoon,1,0,Prg1306,1306,Music,zoom,Telelost,-,0,1,0,1,1,Afternoon,3
5250,User384,384,44,Female,1,Afternoon,1,0,Prg1008,1008,News,N_TV,Market_watch,-,1,1,0,1,0,Night,2
5251,User384,384,44,Female,1,Afternoon,1,0,Prg1177,1177,News,News_24,Headlines,-,0,1,1,1,1,Afternoon,4
5252,User384,384,44,Female,1,Afternoon,1,0,Prg1428,1428,Religious,SVBC,Astrology,-,1,1,0,1,1,Morning,5
5253,User384,384,44,Female,1,Afternoon,1,0,Prg1192,1192,GEC,E_Tv,talk_show,-,0,0,1,1,0,Afternoon,4
5254,User384,384,44,Female,1,Afternoon,1,0,Prg1456,1456,LifeStyle,Travel_XP,culture,-,1,0,1,1,0,Evening,5
5255,User384,384,44,Female,1,Afternoon,1,0,Prg1352,1352,News,BBC_NEWS,Interviews,-,0,0,1,1,0,Afternoon,1
5256,User384,384,44,Female,1,Afternoon,1,0,Prg1106,1106,LifeStyle,Good_Times,health_and_well_being,-,1,1,1,1,1,Evening,3
5257,User384,384,44,Female,1,Afternoon,1,0,Prg1322,1322,GEC,E_Tv,Action,-,1,0,1,1,1,Afternoon,1
5258,User384,384,44,Female,1,Afternoon,1,0,Prg1334,1334,Religious,subhsandesh,Astrology,-,1,1,1,1,1,Evening,1
5259,User384,384,44,Female,1,Afternoon,1,0,Prg1465,1465,Movies,Sony_Max,Film/Thriller,-,0,1,1,1,0,Afternoon,5
5260,User384,384,44,Female,1,Afternoon,1,0,Prg1012,1012,News,Headlines_Today,talk_show,-,0,0,1,1,1,Evening,1
5261,User385,385,11,male,0,Evening,1,0,Prg1304,1304,LifeStyle,Z_Khaana,travel,-,0,0,1,1,0,Night,3
5262,User385,385,11,male,0,Evening,1,0,Prg1261,1261,LifeStyle,Travel_XP,Cooking,-,1,0,1,0,0,Night,3
5263,User385,385,11,male,0,Evening,1,0,Prg1445,1445,Movies,UTV_Movies,Film/Adventure,-,1,0,1,0,0,Morning,5
5264,User385,385,11,male,0,Evening,1,0,Prg1390,1390,Music,Zetc,drama,-,1,1,0,1,1,Evening,4
5265,User385,385,11,male,0,Evening,1,0,Prg1416,1416,Music,Gemini_Music,Telelost,-,0,0,1,1,1,Morning,4
5266,User385,385,11,male,0,Evening,1,0,Prg1290,1290,News,TV5,Headlines,-,0,0,1,1,1,Night,3
5267,User385,385,11,male,0,Evening,1,0,Prg1130,1130,GEC,Comedy_Central,Game_show,-,1,0,1,0,0,Night,3
5268,User385,385,11,male,0,Evening,1,0,Prg1417,1417,Music,M_TV,Telelost,-,1,0,1,1,0,Afternoon,4
5269,User385,385,11,male,0,Evening,1,0,Prg1023,1023,Kids,cartoon_network,Entertainment,-,0,1,0,1,1,Night,2
5270,User385,385,11,male,0,Evening,1,0,Prg1178,1178,Sports,Sony_six,special_feature,-,0,0,1,1,0,Night,4
5271,User385,385,11,male,0,Evening,1,0,Prg1435,1435,Infotainment,Telebrands,Social,-,1,0,1,1,1,Night,5
5272,User385,385,11,male,0,Evening,1,0,Prg1117,1117,LifeStyle,Good_Times,culture,-,0,0,1,1,0,Night,3
5273,User385,385,11,male,0,Evening,1,0,Prg1089,1089,LifeStyle,Turbo,culture,-,1,0,1,0,0,Evening,3
5274,User385,385,11,male,0,Evening,1,0,Prg1380,1380,News,TV5,talk_show,-,1,0,1,1,1,Evening,4
5275,User385,385,11,male,0,Evening,1,0,Prg1474,1474,Movies,Star_Movies,Film/Drama,-,1,0,1,1,0,Night,4
5276,User386,386,53,Female,0,Morning,0,1,Prg1403,1403,Sports,Ten_sports,Racing,-,0,1,0,1,1,Afternoon,4
5277,User386,386,53,Female,0,Morning,0,1,Prg1031,1031,Infotainment,Discovery_Channel,Education,-,0,0,1,1,1,Evening,2
5278,User386,386,53,Female,0,Morning,0,1,Prg1427,1427,Sports,Star_HD,Golf,-,1,0,1,1,1,Evening,5
5279,User386,386,53,Female,0,Morning,0,1,Prg1337,1337,LifeStyle,TLC,Cooking,-,1,1,1,1,1,Night,1
5280,User386,386,53,Female,0,Morning,0,1,Prg1009,1009,LifeStyle,Good_Times,travel,-,0,1,0,1,1,Afternoon,3
5281,User386,386,53,Female,0,Morning,0,1,Prg1096,1096,News,CNN_IBN,Market_watch,-,0,1,0,1,1,Morning,3
5282,User386,386,53,Female,0,Morning,0,1,Prg1058,1058,Sports,Neo_sports,badminton,-,1,1,1,1,0,Evening,5
5283,User386,386,53,Female,0,Morning,0,1,Prg1026,1026,News,TV9,Special_report,-,0,1,1,1,0,Night,2
5284,User386,386,53,Female,0,Morning,0,1,Prg1382,1382,News,CNN_IBN,health_and_well_being,-,0,0,1,1,0,Evening,4
5285,User386,386,53,Female,0,Morning,0,1,Prg1471,1471,Movies,Star_Movies,Film/Thriller,-,1,0,1,0,0,Morning,3
5286,User386,386,53,Female,0,Morning,0,1,Prg1215,1215,Religious,Z_salaam,Events/festival,-,0,0,1,1,0,Morning,4
5287,User386,386,53,Female,0,Morning,0,1,Prg1058,1058,Sports,Neo_sports,badminton,-,1,1,1,1,0,Evening,1
5288,User386,386,53,Female,0,Morning,0,1,Prg1344,1344,GEC,AXN,Action,-,1,0,1,1,1,Night,1
5289,User386,386,53,Female,0,Morning,0,1,Prg1170,1170,Movies,Sony_pix,Film/crime,-,0,0,1,0,0,Evening,3
5290,User386,386,53,Female,0,Morning,0,1,Prg1282,1282,Kids,cartoon_network,Animation,-,1,0,1,1,1,Evening,3
5291,User387,387,63,male,1,Night,1,1,Prg1244,1244,Religious,SVBC,Magazine_programme,-,1,1,0,1,1,Evening,3
5292,User387,387,63,male,1,Night,1,1,Prg1176,1176,Movies,Sony_pix,Film/Comedy,-,0,0,1,1,0,Afternoon,4
5293,User387,387,63,male,1,Night,1,1,Prg1403,1403,Sports,Ten_sports,Racing,-,0,1,0,1,1,Afternoon,4
5294,User387,387,63,male,1,Night,1,1,Prg1162,1162,News,BBC_NEWS,Market_watch,-,1,0,1,1,1,Morning,3
5295,User387,387,63,male,1,Night,1,1,Prg1357,1357,LifeStyle,Travel_XP,Cooking,-,0,0,1,0,0,Morning,1
5296,User387,387,63,male,1,Night,1,1,Prg1269,1269,Sports,Sony_six,special_feature,-,1,0,1,1,0,Night,3
5297,User387,387,63,male,1,Night,1,1,Prg1286,1286,Music,Zetc,drama,-,0,0,1,0,0,Evening,3
5298,User387,387,63,male,1,Night,1,1,Prg1139,1139,LifeStyle,Turbo,culture,-,0,0,1,0,0,Night,4
5299,User387,387,63,male,1,Night,1,1,Prg1087,1087,GEC,Star_Plus,Action,-,1,1,0,1,1,Morning,3
5300,User387,387,63,male,1,Night,1,1,Prg1377,1377,Movies,Star_Movies,Film/Animation,-,1,1,0,0,0,Evening,4
5301,User387,387,63,male,1,Night,1,1,Prg1310,1310,News,N_TV,Interviews,-,1,1,0,1,0,Night,4
5302,User387,387,63,male,1,Night,1,1,Prg1389,1389,Sports,Ten_sports,Golf,-,1,1,1,0,0,Night,4
5303,User387,387,63,male,1,Night,1,1,Prg1105,1105,News,TV9,Interviews,-,0,1,1,0,0,Morning,3
5304,User387,387,63,male,1,Night,1,1,Prg1085,1085,Religious,TTD,Magazine_programme,-,0,1,1,1,1,Evening,3
5305,User387,387,63,male,1,Night,1,1,Prg1383,1383,LifeStyle,Z_Khaana,fashion,-,0,0,1,1,1,Evening,4
5306,User388,388,33,Female,1,Night,0,1,Prg1449,1449,Music,Zetc,Request,-,0,0,1,1,1,Afternoon,5
5307,User388,388,33,Female,1,Night,0,1,Prg1266,1266,Religious,bhakthi,chat_show,-,0,1,1,1,1,Afternoon,3
5308,User388,388,33,Female,1,Night,0,1,Prg1372,1372,Religious,OM,Entertainment,-,1,1,0,1,1,Night,4
5309,User388,388,33,Female,1,Night,0,1,Prg1123,1123,Kids,pogo,Animation,-,0,1,1,1,1,Afternoon,4
5310,User388,388,33,Female,1,Night,0,1,Prg1481,1481,Infotainment,NDTV_Good_Times,Biography,-,0,0,1,1,1,Night,4
5311,User388,388,33,Female,1,Night,0,1,Prg1099,1099,Sports,Star_sports,martial_Arts,-,0,0,1,1,0,Afternoon,3
5312,User388,388,33,Female,1,Night,0,1,Prg1457,1457,News,India_TV,Market_watch,-,1,1,1,1,1,Night,5
5313,User388,388,33,Female,1,Night,0,1,Prg1114,1114,GEC,E_Tv,Comedy,-,1,1,0,1,0,Morning,3
5314,User388,388,33,Female,1,Night,0,1,Prg1055,1055,LifeStyle,TLC,Cooking,-,0,0,1,0,0,Afternoon,2
5315,User388,388,33,Female,1,Night,0,1,Prg1099,1099,Sports,Star_sports,martial_Arts,-,0,0,1,1,0,Afternoon,3
5316,User388,388,33,Female,1,Night,0,1,Prg1104,1104,Religious,bhakthi,Award_show,-,1,0,1,1,1,Night,3
5317,User388,388,33,Female,1,Night,0,1,Prg1228,1228,Sports,Sony_six,martial_Arts,-,1,1,1,1,1,Afternoon,3
5318,User388,388,33,Female,1,Night,0,1,Prg1014,1014,Music,zoom,Gameshow,-,0,0,1,1,1,Afternoon,1
5319,User388,388,33,Female,1,Night,0,1,Prg1056,1056,Sports,DD_sports,cricket,-,1,0,1,0,0,Afternoon,3
5320,User388,388,33,Female,1,Night,0,1,Prg1326,1326,GEC,Star_Plus,Action,-,1,1,1,1,0,Afternoon,1
5321,User389,389,11,male,0,Afternoon,0,1,Prg1332,1332,Infotainment,Telebrands,Education,-,0,1,0,1,1,Morning,1
5322,User389,389,11,male,0,Afternoon,0,1,Prg1243,1243,Sports,DD_sports,cricket,-,0,1,0,0,0,Afternoon,3
5323,User389,389,11,male,0,Afternoon,0,1,Prg1487,1487,Movies,Sony_Max,Film/Drama,-,0,0,1,0,0,Afternoon,2
5324,User389,389,11,male,0,Afternoon,0,1,Prg1452,1452,Kids,discovery_kids,Music,-,0,0,1,1,1,Night,5
5325,User389,389,11,male,0,Afternoon,0,1,Prg1019,1019,Kids,cartoon_network,Music,-,1,0,1,1,1,Afternoon,1
5326,User389,389,11,male,0,Afternoon,0,1,Prg1483,1483,Movies,Maa_Movies,Film/Thriller,-,0,0,1,0,0,Evening,4
5327,User389,389,11,male,0,Afternoon,0,1,Prg1104,1104,Religious,bhakthi,Award_show,-,1,0,1,1,1,Night,3
5328,User389,389,11,male,0,Afternoon,0,1,Prg1482,1482,Sports,Star_sports,Football,-,1,0,1,0,0,Morning,5
5329,User389,389,11,male,0,Afternoon,0,1,Prg1217,1217,Movies,Maa_Movies,Film/Sci-Fi,-,0,1,1,1,1,Morning,4
5330,User389,389,11,male,0,Afternoon,0,1,Prg1031,1031,Infotainment,Discovery_Channel,Education,-,0,0,1,1,1,Evening,2
5331,User389,389,11,male,0,Afternoon,0,1,Prg1135,1135,GEC,Comedy_Central,travel,-,0,1,1,1,0,Evening,2
5332,User389,389,11,male,0,Afternoon,0,1,Prg1218,1218,Religious,bhakthi,chat_show,-,1,1,1,1,0,Evening,4
5333,User389,389,11,male,0,Afternoon,0,1,Prg1435,1435,Infotainment,Telebrands,Social,-,1,0,1,1,1,Night,5
5334,User389,389,11,male,0,Afternoon,0,1,Prg1373,1373,LifeStyle,Turbo,health_and_well_being,-,0,1,0,1,0,Evening,4
5335,User389,389,11,male,0,Afternoon,0,1,Prg1160,1160,Religious,TTD,Magazine_programme,-,0,0,1,1,0,Evening,3
5336,User390,390,32,male,0,Afternoon,1,0,Prg1154,1154,News,CNN_IBN,Special_report,-,1,1,1,1,0,Evening,3
5337,User390,390,32,male,0,Afternoon,1,0,Prg1017,1017,Religious,bhakthi,chat_show,-,0,0,1,1,0,Morning,3
5338,User390,390,32,male,0,Afternoon,1,0,Prg1208,1208,Kids,pogo,Entertainment,-,0,0,1,1,1,Afternoon,4
5339,User390,390,32,male,0,Afternoon,1,0,Prg1105,1105,News,TV9,Interviews,-,0,1,1,0,0,Morning,3
5340,User390,390,32,male,0,Afternoon,1,0,Prg1002,1002,Kids,discovery_kids,Film/Telefilm,-,1,1,1,1,1,Night,2
5341,User390,390,32,male,0,Afternoon,1,0,Prg1338,1338,News,TV5,Technology,-,1,1,0,1,1,Morning,1
5342,User390,390,32,male,0,Afternoon,1,0,Prg1404,1404,Infotainment,Topper,Space,-,1,0,1,1,0,Morning,4
5343,User390,390,32,male,0,Afternoon,1,0,Prg1256,1256,Movies,Gemini_Movies,Film/Animation,-,0,1,1,0,0,Morning,3
5344,User390,390,32,male,0,Afternoon,1,0,Prg1126,1126,Religious,sanskaar,Events/festival,-,1,1,0,1,1,Evening,3
5345,User390,390,32,male,0,Afternoon,1,0,Prg1299,1299,Infotainment,Telebrands,Technology,-,0,1,1,1,0,Afternoon,3
5346,User390,390,32,male,0,Afternoon,1,0,Prg1447,1447,News,News_24,Technology,-,1,0,1,1,0,Evening,5
5347,User390,390,32,male,0,Afternoon,1,0,Prg1432,1432,LifeStyle,Turbo,travel,-,1,0,1,1,0,Evening,5
5348,User390,390,32,male,0,Afternoon,1,0,Prg1085,1085,Religious,TTD,Magazine_programme,-,0,1,1,1,1,Evening,3
5349,User390,390,32,male,0,Afternoon,1,0,Prg1453,1453,LifeStyle,TLC,Cooking,-,1,1,0,0,0,Morning,5
5350,User390,390,32,male,0,Afternoon,1,0,Prg1396,1396,Religious,subhsandesh,chat_show,-,0,1,1,0,0,Morning,4
5351,User391,391,25,male,1,Afternoon,1,1,Prg1371,1371,Music,Gemini_Music,Consumer,-,1,0,1,1,0,Morning,4
5352,User391,391,25,male,1,Afternoon,1,1,Prg1462,1462,GEC,Colors,Action,-,0,1,0,1,0,Evening,5
5353,User391,391,25,male,1,Afternoon,1,1,Prg1248,1248,Kids,nikoledian,Education,-,0,1,1,0,0,Evening,3
5354,User391,391,25,male,1,Afternoon,1,1,Prg1253,1253,Sports,Sony_six,Racing,-,1,1,0,0,0,Morning,3
5355,User391,391,25,male,1,Afternoon,1,1,Prg1405,1405,LifeStyle,Turbo,fashion,-,1,0,1,1,1,Afternoon,4
5356,User391,391,25,male,1,Afternoon,1,1,Prg1188,1188,Sports,Ten_sports,Racing,-,1,0,1,1,1,Afternoon,4
5357,User391,391,25,male,1,Afternoon,1,1,Prg1192,1192,GEC,E_Tv,talk_show,-,0,0,1,1,0,Afternoon,4
5358,User391,391,25,male,1,Afternoon,1,1,Prg1223,1223,Religious,TTD,chat_show,-,1,1,0,1,1,Morning,3
5359,User391,391,25,male,1,Afternoon,1,1,Prg1332,1332,Infotainment,Telebrands,Education,-,0,1,0,1,1,Morning,1
5360,User391,391,25,male,1,Afternoon,1,1,Prg1268,1268,Movies,Movies_Now,Film/Thriller,-,0,0,1,1,1,Night,3
5361,User391,391,25,male,1,Afternoon,1,1,Prg1331,1331,Music,Zetc,Consumer,-,0,1,1,1,0,Evening,1
5362,User391,391,25,male,1,Afternoon,1,1,Prg1441,1441,Movies,Z_Cinema,Film/Action,-,0,1,1,1,1,Morning,5
5363,User391,391,25,male,1,Afternoon,1,1,Prg1346,1346,Infotainment,Home_Shop_18,Cooking,-,1,1,1,1,1,Night,1
5364,User391,391,25,male,1,Afternoon,1,1,Prg1366,1366,Music,M_TV,Request,-,0,0,1,1,1,Evening,1
5365,User391,391,25,male,1,Afternoon,1,1,Prg1043,1043,News,India_TV,talk_show,-,0,0,1,1,1,Evening,2
5366,User392,392,20,male,1,Night,0,1,Prg1332,1332,Infotainment,Telebrands,Education,-,0,1,0,1,1,Morning,1
5367,User392,392,20,male,1,Night,0,1,Prg1202,1202,GEC,Colors,Detective,-,0,1,1,1,1,Afternoon,4
5368,User392,392,20,male,1,Night,0,1,Prg1320,1320,News,Headlines_Today,Special_report,-,0,0,1,1,1,Evening,1
5369,User392,392,20,male,1,Night,0,1,Prg1171,1171,Religious,OM,Events/festival,-,0,0,1,0,0,Night,4
5370,User392,392,20,male,1,Night,0,1,Prg1090,1090,Sports,Star_sports,special_feature,-,1,1,0,1,1,Afternoon,3
5371,User392,392,20,male,1,Night,0,1,Prg1326,1326,GEC,Star_Plus,Action,-,1,1,1,1,0,Afternoon,1
5372,User392,392,20,male,1,Night,0,1,Prg1113,1113,Infotainment,Discovery_Channel,Consumer,-,1,0,1,1,0,Afternoon,3
5373,User392,392,20,male,1,Night,0,1,Prg1157,1157,GEC,Colors,Action,-,0,1,0,1,0,Morning,3
5374,User392,392,20,male,1,Night,0,1,Prg1190,1190,Infotainment,Home_Shop_18,Technology,-,1,1,1,1,1,Evening,4
5375,User392,392,20,male,1,Night,0,1,Prg1489,1489,GEC,Star_Plus,Action,-,1,0,1,1,0,Night,3
5376,User392,392,20,male,1,Night,0,1,Prg1296,1296,Music,B4U,Telelost,-,0,0,1,1,1,Morning,3
5377,User392,392,20,male,1,Night,0,1,Prg1172,1172,Movies,Gemini_Movies,Film/Comedy,-,0,0,1,1,0,Afternoon,4
5378,User392,392,20,male,1,Night,0,1,Prg1161,1161,Infotainment,National_Geographic_Channel,Social,-,0,1,0,1,1,Morning,3
5379,User392,392,20,male,1,Night,0,1,Prg1179,1179,News,TV5,Interviews,-,0,0,1,0,0,Evening,4
5380,User392,392,20,male,1,Night,0,1,Prg1231,1231,Sports,Star_sports,Racing,-,1,1,1,1,1,Morning,3
5381,User393,393,19,Female,0,Morning,1,1,Prg1131,1131,GEC,Star_Plus,Game_show,-,1,0,1,0,0,Morning,4
5382,User393,393,19,Female,0,Morning,1,1,Prg1050,1050,GEC,AXN,drama,-,1,1,0,0,0,Morning,1
5383,User393,393,19,Female,0,Morning,1,1,Prg1234,1234,Movies,Movies_Now,Film/Horror,-,1,0,1,1,1,Morning,3
5384,User393,393,19,Female,0,Morning,1,1,Prg1485,1485,GEC,AXN,Action,-,1,0,1,1,1,Afternoon,2
5385,User393,393,19,Female,0,Morning,1,1,Prg1352,1352,News,BBC_NEWS,Interviews,-,0,0,1,1,0,Afternoon,1
5386,User393,393,19,Female,0,Morning,1,1,Prg1384,1384,Movies,HBO,Film/Comedy,-,0,1,0,1,1,Night,4
5387,User393,393,19,Female,0,Morning,1,1,Prg1294,1294,Sports,Star_HD,martial_Arts,-,1,0,1,1,1,Evening,3
5388,User393,393,19,Female,0,Morning,1,1,Prg1065,1065,Religious,sanskaar,Entertainment,-,0,1,0,1,1,Night,2
5389,User393,393,19,Female,0,Morning,1,1,Prg1354,1354,LifeStyle,Travel_XP,Cooking,-,0,0,1,0,0,Afternoon,1
5390,User393,393,19,Female,0,Morning,1,1,Prg1189,1189,Kids,nikoledian,Animation,-,1,0,1,1,1,Afternoon,4
5391,User393,393,19,Female,0,Morning,1,1,Prg1401,1401,Movies,Sony_Max,Film/crime,-,0,0,1,1,1,Afternoon,4
5392,User393,393,19,Female,0,Morning,1,1,Prg1140,1140,Infotainment,TLC,Nature,-,0,1,0,1,1,Night,1
5393,User393,393,19,Female,0,Morning,1,1,Prg1017,1017,Religious,bhakthi,chat_show,-,0,0,1,1,0,Morning,2
5394,User393,393,19,Female,0,Morning,1,1,Prg1015,1015,LifeStyle,TLC,culture,-,1,1,0,1,1,Night,1
5395,User393,393,19,Female,0,Morning,1,1,Prg1483,1483,Movies,Maa_Movies,Film/Thriller,-,0,0,1,0,0,Evening,5
5396,User394,394,52,male,0,Evening,0,1,Prg1357,1357,LifeStyle,Travel_XP,Cooking,-,0,0,1,0,0,Morning,1
5397,User394,394,52,male,0,Evening,0,1,Prg1338,1338,News,TV5,Technology,-,1,1,0,1,1,Morning,1
5398,User394,394,52,male,0,Evening,0,1,Prg1009,1009,LifeStyle,Good_Times,travel,-,0,1,0,1,1,Afternoon,2
5399,User394,394,52,male,0,Evening,0,1,Prg1186,1186,Sports,Ten_sports,badminton,-,1,0,1,1,0,Evening,4
5400,User394,394,52,male,0,Evening,0,1,Prg1045,1045,Infotainment,NDTV_Good_Times,Cooking,-,1,0,1,1,1,Evening,2
5401,User394,394,52,male,0,Evening,0,1,Prg1316,1316,Religious,subhsandesh,Entertainment,-,0,1,0,1,1,Afternoon,1
5402,User394,394,52,male,0,Evening,0,1,Prg1444,1444,GEC,Fox_Crime,Reality_show,-,0,1,0,1,1,Morning,5
5403,User394,394,52,male,0,Evening,0,1,Prg1450,1450,Kids,hungama,Film/Telefilm,-,1,0,1,1,0,Night,5
5404,User394,394,52,male,0,Evening,0,1,Prg1290,1290,News,TV5,Headlines,-,0,0,1,1,1,Night,3
5405,User394,394,52,male,0,Evening,0,1,Prg1142,1142,LifeStyle,TLC,health_and_well_being,-,1,0,1,0,0,Morning,3
5406,User394,394,52,male,0,Evening,0,1,Prg1083,1083,News,BBC_NEWS,talk_show,-,0,1,1,1,1,Afternoon,3
5407,User394,394,52,male,0,Evening,0,1,Prg1043,1043,News,India_TV,talk_show,-,0,0,1,1,1,Evening,2
5408,User394,394,52,male,0,Evening,0,1,Prg1017,1017,Religious,bhakthi,chat_show,-,0,0,1,1,0,Morning,4
5409,User394,394,52,male,0,Evening,0,1,Prg1144,1144,Music,Zetc,Telelost,-,1,0,1,1,0,Afternoon,5
5410,User394,394,52,male,0,Evening,0,1,Prg1332,1332,Infotainment,Telebrands,Education,-,0,1,0,1,1,Morning,1
5411,User395,395,40,Female,0,Afternoon,0,1,Prg1116,1116,Kids,discovery_kids,Music,-,0,0,1,1,1,Night,3
5412,User395,395,40,Female,0,Afternoon,0,1,Prg1389,1389,Sports,Ten_sports,Golf,-,1,1,1,0,0,Night,4
5413,User395,395,40,Female,0,Afternoon,0,1,Prg1411,1411,Movies,UTV_Movies,Film/Drama,-,1,0,1,1,1,Afternoon,4
5414,User395,395,40,Female,0,Afternoon,0,1,Prg1286,1286,Music,Zetc,drama,-,0,0,1,0,0,Evening,3
5415,User395,395,40,Female,0,Afternoon,0,1,Prg1246,1246,News,TV9,Headlines,-,1,1,0,1,0,Afternoon,3
5416,User395,395,40,Female,0,Afternoon,0,1,Prg1442,1442,Religious,bhakthi,Events/festival,-,1,1,1,1,0,Evening,5
5417,User395,395,40,Female,0,Afternoon,0,1,Prg1120,1120,Movies,Sony_Max,Film/Sci-Fi,-,1,0,1,1,1,Night,2
5418,User395,395,40,Female,0,Afternoon,0,1,Prg1441,1441,Movies,Z_Cinema,Film/Action,-,0,1,1,1,1,Morning,5
5419,User395,395,40,Female,0,Afternoon,0,1,Prg1264,1264,Kids,nikoledian,Film/Telefilm,-,1,0,1,1,1,Afternoon,3
5420,User395,395,40,Female,0,Afternoon,0,1,Prg1017,1017,Religious,bhakthi,chat_show,-,0,0,1,1,0,Morning,4
5421,User395,395,40,Female,0,Afternoon,0,1,Prg1103,1103,Sports,Ten_sports,special_feature,-,0,0,1,0,0,Night,3
5422,User395,395,40,Female,0,Afternoon,0,1,Prg1006,1006,Infotainment,Topper,Social,-,0,1,1,1,1,Night,3
5423,User395,395,40,Female,0,Afternoon,0,1,Prg1008,1008,News,N_TV,Market_watch,-,1,1,0,1,0,Night,2
5424,User395,395,40,Female,0,Afternoon,0,1,Prg1147,1147,Infotainment,National_Geographic_Channel,Space,-,0,0,1,1,1,Afternoon,5
5425,User395,395,40,Female,0,Afternoon,0,1,Prg1292,1292,Religious,TTD,Award_show,-,1,1,0,1,1,Night,3
5426,User396,396,64,male,1,Afternoon,1,0,Prg1244,1244,Religious,SVBC,Magazine_programme,-,1,1,0,1,1,Evening,3
5427,User396,396,64,male,1,Afternoon,1,0,Prg1207,1207,GEC,Colors,Detective,-,0,1,0,1,1,Night,4
5428,User396,396,64,male,1,Afternoon,1,0,Prg1381,1381,Kids,pogo,Entertainment,-,0,0,1,1,1,Evening,4
5429,User396,396,64,male,1,Afternoon,1,0,Prg1448,1448,GEC,Fox_Crime,talk_show,-,1,1,1,1,1,Evening,5
5430,User396,396,64,male,1,Afternoon,1,0,Prg1031,1031,Infotainment,Discovery_Channel,Education,-,0,0,1,1,1,Evening,2
5431,User396,396,64,male,1,Afternoon,1,0,Prg1357,1357,LifeStyle,Travel_XP,Cooking,-,0,0,1,0,0,Morning,1
5432,User396,396,64,male,1,Afternoon,1,0,Prg1136,1136,News,CNN_IBN,Interviews,-,1,1,1,1,0,Night,2
5433,User396,396,64,male,1,Afternoon,1,0,Prg1223,1223,Religious,TTD,chat_show,-,1,1,0,1,1,Morning,3
5434,User396,396,64,male,1,Afternoon,1,0,Prg1216,1216,Movies,Sony_Max,Film/Sci-Fi,-,0,1,0,0,0,Morning,4
5435,User396,396,64,male,1,Afternoon,1,0,Prg1430,1430,GEC,E_Tv,travel,-,0,0,1,0,0,Afternoon,5
5436,User396,396,64,male,1,Afternoon,1,0,Prg1182,1182,Music,Gemini_Music,Telelost,-,1,0,1,0,0,Evening,4
5437,User396,396,64,male,1,Afternoon,1,0,Prg1105,1105,News,TV9,Interviews,-,0,1,1,0,0,Morning,3
5438,User396,396,64,male,1,Afternoon,1,0,Prg1339,1339,Religious,OM,Magazine_programme,-,1,0,1,1,1,Afternoon,1
5439,User396,396,64,male,1,Afternoon,1,0,Prg1300,1300,LifeStyle,Travel_XP,Cooking,-,0,0,1,1,1,Evening,5
5440,User396,396,64,male,1,Afternoon,1,0,Prg1432,1432,LifeStyle,Turbo,travel,-,1,0,1,1,0,Evening,5
5441,User397,397,6,Female,0,Evening,1,1,Prg1456,1456,LifeStyle,Travel_XP,culture,-,1,0,1,1,0,Evening,5
5442,User397,397,6,Female,0,Evening,1,1,Prg1294,1294,Sports,Star_HD,martial_Arts,-,1,0,1,1,1,Evening,3
5443,User397,397,6,Female,0,Evening,1,1,Prg1472,1472,Sports,Star_sports2,Golf,-,1,0,1,0,0,Morning,4
5444,User397,397,6,Female,0,Evening,1,1,Prg1171,1171,Religious,OM,Events/festival,-,0,0,1,0,0,Night,4
5445,User397,397,6,Female,0,Evening,1,1,Prg1273,1273,Sports,DD_sports,cricket,-,0,1,1,1,0,Afternoon,3
5446,User397,397,6,Female,0,Evening,1,1,Prg1263,1263,Infotainment,Home_Shop_18,Education,-,0,1,0,1,1,Morning,3
5447,User397,397,6,Female,0,Evening,1,1,Prg1294,1294,Sports,Star_HD,martial_Arts,-,1,0,1,1,1,Evening,3
5448,User397,397,6,Female,0,Evening,1,1,Prg1216,1216,Movies,Sony_Max,Film/Sci-Fi,-,0,1,0,0,0,Morning,4
5449,User397,397,6,Female,0,Evening,1,1,Prg1233,1233,Kids,discovery_kids,Music,-,0,1,0,1,0,Afternoon,3
5450,User397,397,6,Female,0,Evening,1,1,Prg1224,1224,Movies,Movies_Now,Film/Action,-,1,0,1,1,1,Evening,3
5451,User397,397,6,Female,0,Evening,1,1,Prg1022,1022,News,Times_Now,Interviews,-,1,1,0,1,1,Evening,2
5452,User397,397,6,Female,0,Evening,1,1,Prg1428,1428,Religious,SVBC,Astrology,-,1,1,0,1,1,Morning,5
5453,User397,397,6,Female,0,Evening,1,1,Prg1476,1476,Infotainment,Animal_planet,Astrology,-,1,0,1,1,1,Evening,3
5454,User397,397,6,Female,0,Evening,1,1,Prg1171,1171,Religious,OM,Events/festival,-,0,0,1,0,0,Night,4
5455,User397,397,6,Female,0,Evening,1,1,Prg1231,1231,Sports,Star_sports,Racing,-,1,1,1,1,1,Morning,3
